,text,polarity
2811,im sure you know the feeling of cant be bothered i just feel poo,NEGATIVE
2812,i dont mean that id like to chicken out but i am feeling more insecure about myself and maybe doubting the fact that i should be able to run km tomorrow,NEGATIVE
2814,id have to get to the class for eight dance for an hour nine get home ten if im lucky eat i cant eat before a class as dancing when full makes me feel vile sit around digesting etc ish then get to bed and try to sleep before getting up unnaturally early,NEGATIVE
2817,i feel he just play my feeling maybe he want to broke my hearts,NEGATIVE
2818,i closed my eyes tightly and covered my ears and thank god i woke up before i apologize for the brutality of my nightmare it left me feeling shaken and nauseous to say the least,NEGATIVE
2819,i feel terribly helpless sometimes but even with the limited spiritual awareness that i have i am able to find the answers as i know the end is not the outcome of my decision i ll be able to move on readjust pick up the pieces re centre myself or enjoy my decision,NEGATIVE
2820,i was actually happy to hear this because id been feeling unnaturally exhausted lately so hopefully this will help,NEGATIVE
2821,i knew i was shaking for many reasons a big one being since this cyst drama started i get so cold so fast and feel drained,NEGATIVE
2824,i let myself fall asleep earlier this afternoon and i m feeling extremely shitty,NEGATIVE
2827,i asked that no one gift me but if i go to my sister s house when everyone gathers for the holiday i will feel impolite to show up empty handed,NEGATIVE
2828,i miss not feeling guilt over so much stuff because i reacted in a terrible way or said no to my kids just for the sake of saying no,NEGATIVE
2830,i remember the very first day of feeling lousy years ago and how i believed my body was betraying me,NEGATIVE
2831,i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido yeah hey yay im worse at what i do best and for this gift i feel blessed our little group has always been and always will until the end hello hello hello how low,NEGATIVE
2834,i feel kind of sorry for him and the flirtiness between peeta and the heroine of the book makes me feel like i really dont want him to die even if just for katnisss feelings,NEGATIVE
2835,i feel so betrayed and humiliated,NEGATIVE
2836,i am feeling a bit gloomy i guess,NEGATIVE
2837,i carry the usual guilt of feeling selfish and self centered if i spend time or anything on myself,NEGATIVE
2838,i was feeling a bit gloomy over the weekend maybe it was all these grey days weve been having,NEGATIVE
2839,i like feeling submissive or at the very least that my lover is dominant,NEGATIVE
2841,i feel utterly disgusted that they would look at me in such a way but the thing continues,NEGATIVE
2842,i feel hopeless and alone and i eat to soothe myself,NEGATIVE
2843,i know first hand and all too well those feelings of pain hurt embarrassment and even shame over self image body shape physical features weight etc because of what i have let my body become,NEGATIVE
2844,i woke up this morning wanting to cry and the feeling hasnt been shaken yet,NEGATIVE
2845,i know i haven t posted anything for months and i feel kind of guilty big thanks to the exams tests and assignments and all but so far so good,NEGATIVE
2847,i left for work feeling still unpleasant and cheered up a mite bit once i got there,NEGATIVE
2849,i realized today that i dont know what i want and thats the primary reason why i feel so dissatisfied so often,NEGATIVE
2851,i feel drained and depressed by it all,NEGATIVE
2852,i feel sorry for writers because even drecky writers can pay to have a pretty good cover done for them,NEGATIVE
2853,i have to do this and make some vj feel jealous,NEGATIVE
2854,i feel inhibited by not having an outlet to deal with my sexual tensions,NEGATIVE
2855,i don t know why i am feeling so sarcastic tonight but christian seems to enjoy my banter and every time seth apologizes for my behavior christian tells him it s quite alright and locks eyes with me,NEGATIVE
2858,i had a very provocative dream the kind that makes you feel slightly shaken as you wake up from it,NEGATIVE
2859,i feel that i should write the company and tell that that for this reason alone they need to come further east,NEGATIVE
2860,i quite dig the subdued tone and plot direction i feel a reluctant emotional bond with the show,NEGATIVE
2861,i am friendly and so easy to talk to if only you are open to knowing me as a friend and not from a top down approach cos i feel intimidated and when i only know i do not want to offend somebody i shut up,NEGATIVE
2862,i was angry and feeling so disillusioned,NEGATIVE
2863,i dont call what i am feeling as nervous but more anxious,NEGATIVE
2865,i feel really low,NEGATIVE
2867,i can feel the beginnings of a cold so i figured i deserve a heinously hot bath,NEGATIVE
2868,i am feeling that cranky voice inside my head that just wants to eat whatever it wants,NEGATIVE
2869,i feel so hesitant posting them,NEGATIVE
2870,i have been feeling very apprehensive about going back,NEGATIVE
2871,i was cleaning up the place and about minutes in i started feeling paranoid and what i can only assume is the beginning of a psychotic episode,NEGATIVE
2872,i feel crazily indecisive impulsive just in a,NEGATIVE
2873,i don t feel like creating another religion that will cause trouble to the troubled souls of many,NEGATIVE
2875,i know its too late to crawl back to you but im feeling so alone,NEGATIVE
2876,i have never done anything to make her cry or want her to cry but after four months i feel a little strange i have never seen that side of her,NEGATIVE
2877,i feel so exhausted from dealing with drama between other authors that i dont have energy to write,NEGATIVE
2878,im feeling suitably annoyed by the panel and its time to get you a recipe for these previously deemed unworthy treats,NEGATIVE
2880,i feel pressure to act like im so heartbroken but secretly i dont really care that much,NEGATIVE
2883,i probably feel the need to move on every years and the fact that ive been here over years now makes me feel totally worthless somewhere,NEGATIVE
2884,im feeling so morose,NEGATIVE
2885,i often feel offended by life,NEGATIVE
2886,i have been plagued throughout my life with this uncanny feeling of disappointment that it isn t enough that i am doomed to fail and others will delight in it with an i told you so,NEGATIVE
2889,i sort of feel a bit unsure now as to what to touch upon next,NEGATIVE
2890,i am feeling resentful because i am thinking to myself that she should trust me,NEGATIVE
2891,i cant find it in my heart to feel the least bit disappointed for having missed it,NEGATIVE
2892,i told her i don t think she appreciates just how prevalent my feelings of unreality are that i see myself as damaged broken beyond repair and the thought of living another fifty years like this is unbearable that everything feels overwhelming,NEGATIVE
